-12.592,2.8857e-05
-12.466,2.9111e-05
-12.34,2.9361e-05
-12.214,2.961e-05
-12.088,2.9855e-05
-11.962,3.0097e-05
-11.836,3.0336e-05
-11.71,3.0572e-05
-11.584,3.0804e-05
-11.458,3.1033e-05
-11.332,3.1259e-05
-11.206,3.1481e-05
-11.081,3.1699e-05
-10.955,3.1913e-05
-10.829,3.2123e-05
-10.703,3.2329e-05
-10.577,3.2531e-05
-10.451,3.2729e-05
-10.325,3.2922e-05
-10.199,3.3111e-05
-10.073,3.3296e-05
-9.9473,3.3475e-05
-9.8214,3.365e-05
-9.6955,3.3821e-05
-9.5696,3.3986e-05
-9.4436,3.4147e-05
-9.3177,3.4302e-05
-9.1918,3.4452e-05
-9.0659,3.4598e-05
-8.94,3.4738e-05
-8.8141,3.4873e-05
-8.6882,3.5002e-05
-8.5622,3.5126e-05
-8.4363,3.5245e-05
-8.3104,3.5359e-05
-8.1845,3.5467e-05
-8.0586,3.5569e-05
-7.9327,3.5666e-05
-7.8067,3.5758e-05
-7.6808,3.5845e-05
-7.5549,3.5926e-05
-7.429,3.6002e-05
-7.3031,3.6073e-05
-7.1772,3.6139e-05
-7.0513,3.6201e-05
-6.9253,3.6258e-05
-6.7994,3.6311e-05
-6.6735,3.636e-05
-6.5476,3.6406e-05
-6.4217,3.6449e-05
-6.2958,3.6489e-05
-6.1698,3.6529e-05
-6.0439,3.6567e-05
-5.918,3.6606e-05
-5.7921,3.6646e-05
-5.6662,3.6688e-05
-5.5403,3.6735e-05
-5.4144,3.6787e-05
-5.2884,3.6846e-05
-5.1625,3.6914e-05
-5.0366,3.6995e-05
-4.9107,3.709e-05
-4.7848,3.7202e-05
-4.6589,3.7336e-05
-4.533,3.7495e-05
-4.407,3.7683e-05
-4.2811,3.7906e-05
-4.1552,3.8171e-05
-4.0293,3.8483e-05
-3.9034,3.885e-05
-3.7775,3.9282e-05
-3.6515,3.9789e-05
-3.5256,4.0383e-05
-3.3997,4.1077e-05
-3.2738,4.1887e-05
-3.1479,4.2832e-05
-3.022,4.3934e-05
-2.8961,4.5219e-05
-2.7701,4.6715e-05
-2.6442,4.846e-05
-2.5183,5.0495e-05
-2.3924,5.2872e-05
-2.2665,5.5653e-05
-2.1406,5.8912e-05
-2.0146,6.2743e-05
-1.8887,6.7261e-05
-1.7628,7.261e-05
-1.6369,7.8975e-05
-1.511,8.6592e-05
-1.3851,9.5773e-05
-1.2592,0.00010694
-1.1332,0.00012065
-1.0073,0.00013772
-0.88141,0.00015931
-0.75549,0.0001872
-0.62958,0.00022425
-0.50366,0.00027542
-0.37775,0.00035027
-0.25183,0.0004709
-0.12592,0.00070893
0,0.0020015
0.12592,0.0003571
0.25183,-0.00022726
0.37775,-0.00068335
0.50366,-0.0010775
0.62958,-0.0014269
0.75549,-0.0017365
0.88141,-0.0020069
1.0073,-0.0022373
1.1332,-0.0024262
1.2592,-0.0025722
1.3851,-0.0026739
1.511,-0.0027307
1.6369,-0.0027421
1.7628,-0.0027087
1.8887,-0.0026311
2.0146,-0.0025111
2.1406,-0.0023508
2.2665,-0.0021529
2.3924,-0.0019208
2.5183,-0.0016582
2.6442,-0.0013695
2.7701,-0.0010594
2.8961,-0.00073285
3.022,-0.00039514
3.1479,-5.1684e-05
3.2738,0.00029201
3.3997,0.00063045
3.5256,0.00095821
3.6515,0.0012701
3.7775,0.001561
3.9034,0.0018265
4.0293,0.0020621
4.1552,0.0022643
4.2811,0.0024296
4.407,0.0025556
4.533,0.0026401
4.6589,0.0026818
4.7848,0.0026801
4.9107,0.0026349
5.0366,0.0025469
5.1625,0.0024175
5.2884,0.0022487
5.4144,0.0020432
5.5403,0.0018042
5.6662,0.0015355
5.7921,0.0012413
5.918,0.00092637
6.0439,0.00059556
6.1698,0.00025416
6.2958,-9.2441e-05
6.4217,-0.00043873
6.5476,-0.00077922
6.6735,-0.0011085
6.7994,-0.0014213
6.9253,-0.0017127
7.0513,-0.0019781
7.1772,-0.0022131
7.3031,-0.002414
7.429,-0.0025775
7.5549,-0.0027011
7.6808,-0.0027827
7.8067,-0.0028208
7.9327,-0.0028149
8.0586,-0.0027649
8.1845,-0.0026715
8.3104,-0.002536
8.4363,-0.0023605
8.5622,-0.0021476
8.6882,-0.0019006
8.8141,-0.0016232
8.94,-0.0013196
9.0659,-0.00099456
9.1918,-0.00065301
9.3177,-0.00030018
9.4436,5.8509e-05
9.5696,0.00041756
9.6955,0.00077146
9.8214,0.0011148
9.9473,0.0014423
10.073,0.001749
10.199,0.0020302
10.325,0.0022816
10.451,0.0024995
10.577,0.0026805
10.703,0.0028219
10.829,0.0029217
10.955,0.0029785
11.081,0.0029915
11.206,0.0029606
11.332,0.0028865
11.458,0.0027704
11.584,0.0026142
11.71,0.0024206
11.836,0.0021927
11.962,0.0019341
12.088,0.001649
12.214,0.0013418
12.34,0.0010175
12.466,0.00068122
12.592,0.00033817
