"f","p","u.x:0","u.x:1","u.x:2","Points:0","Points:1","Points:2"
0.5,0,26.703754,-0.0026109819,0,-37.375291,-2.1052831e-05,0
0.5,0,26.703006,-0.0026292823,0,-37.366062,-2.0681449e-05,0
0.5,0,26.702125,-0.0024907185,0,-37.356834,-2.0332215e-05,0
0.5,0,26.701418,-0.0024031337,0,-37.347605,-2.003316e-05,0
0.5,0,26.701161,-0.0025552099,0,-37.338377,-1.9767886e-05,0
0.5,0,26.70141,-0.0028437971,0,-37.329148,-1.9501739e-05,0
0.5,0,26.701944,-0.0030809416,0,-37.31992,-1.9211186e-05,0
0.5,0,26.702377,-0.0032008813,0,-37.310691,-1.8891602e-05,0
0.5,0,26.702373,-0.0032337647,0,-37.301463,-1.855492e-05,0
0.5,0,26.70187,-0.0032083354,0,-37.292234,-1.8222051e-05,0
0.5,0,26.701127,-0.0031263864,0,-37.283006,-1.7912486e-05,0
0.5,0,26.700502,-0.00301949,0,-37.273777,-1.7636966e-05,0
0.5,0,26.700309,-0.0029863249,0,-37.264549,-1.7396786e-05,0
0.5,0,26.700835,-0.00313701,0,-37.25532,-1.7189922e-05,0
0.5,0,26.70205,-0.0034529975,0,-37.246092,-1.7016705e-05,0
0.5,0,26.7033,-0.0037442806,0,-37.236864,-1.6873049e-05,0
0.5,0,26.703672,-0.0038183827,0,-37.227635,-1.6738375e-05,0
0.5,0,26.702902,-0.0036173298,0,-37.218407,-1.658383e-05,0
0.5,0,26.701701,-0.0032324141,0,-37.209178,-1.6395638e-05,0
0.5,0,26.700922,-0.0029291565,0,-37.19995,-1.616958e-05,0
0.5,0,26.700801,-0.0029204413,0,-37.190721,-1.5894149e-05,0
0.5,0,26.701194,-0.0030634402,0,-37.181493,-1.5580821e-05,0
0.5,0,26.701956,-0.003125115,0,-37.172264,-1.5282061e-05,0
0.5,0,26.702826,-0.0031047655,0,-37.163036,-1.5045004e-05,0
0.5,0,26.70355,-0.0030699884,0,-37.153807,-1.4878733e-05,0
0.5,0,26.704151,-0.0030423415,0,-37.144579,-1.4764816e-05,0
0.5,0,26.704614,-0.0030661148,0,-37.13535,-1.4669146e-05,0
0.5,0,26.704515,-0.0031386429,0,-37.126122,-1.4555544e-05,0
0.5,0,26.703478,-0.0031727379,0,-37.116893,-1.4407985e-05,0
0.5,0,26.701811,-0.0031326941,0,-37.107665,-1.4233437e-05,0
0.5,0,26.700306,-0.0030969725,0,-37.098437,-1.4041718e-05,0
0.5,0,26.699545,-0.0031392657,0,-37.089208,-1.3833161e-05,0
