"f","p","u.x:0","u.x:1","u.x:2","Points:0","Points:1","Points:2"
0.5,0,26.709189,-0.038359868,0,-37.790572,-1.0389329e-05,0
0.5,0,26.705811,-0.04267707,0,-37.7998,-1.0578194e-05,0
0.5,0,26.703946,-0.033617021,0,-37.781343,-1.0057152e-05,0
0.5,0,26.693153,-0.031627152,0,-37.772115,-9.9579611e-06,0
0.5,0,26.69384,-0.029666495,0,-37.762886,-1.0161434e-05,0
0.5,0,26.697581,-0.030049586,0,-37.753658,-1.0370554e-05,0
0.5,0,26.694944,-0.03070602,0,-37.744429,-1.0381091e-05,0
0.5,0,26.687561,-0.029368354,0,-37.735201,-1.0399519e-05,0
0.5,0,26.68433,-0.027294094,0,-37.725972,-1.0627295e-05,0
0.5,0,26.689674,-0.026467102,0,-37.716744,-1.0960692e-05,0
0.5,0,26.699419,-0.027011118,0,-37.707515,-1.1192732e-05,0
0.5,0,26.707399,-0.028097663,0,-37.698287,-1.1212684e-05,0
0.5,0,26.711645,-0.029034142,0,-37.689058,-1.1016166e-05,0
0.5,0,26.714132,-0.029294165,0,-37.67983,-1.0681786e-05,0
0.5,0,26.717212,-0.028604014,0,-37.670601,-1.0348791e-05,0
0.5,0,26.721039,-0.027217061,0,-37.661373,-1.0145015e-05,0
0.5,0,26.723452,-0.025747937,0,-37.652145,-1.0118398e-05,0
0.5,0,26.724989,-0.024538933,0,-37.642916,-1.0252368e-05,0
0.5,0,26.725337,-0.023549793,0,-37.633688,-1.0502678e-05,0
0.5,0,26.724946,-0.022876062,0,-37.624459,-1.0816139e-05,0
0.5,0,26.726596,-0.022747362,0,-37.615231,-1.1133197e-05,0
0.5,0,26.729607,-0.023188849,0,-37.606002,-1.1378055e-05,0
0.5,0,26.732765,-0.02392288,0,-37.596774,-1.1487379e-05,0
0.5,0,26.735002,-0.024518843,0,-37.587545,-1.1447849e-05,0
0.5,0,26.735765,-0.02470515,0,-37.578317,-1.1294561e-05,0
0.5,0,26.735298,-0.024529519,0,-37.569088,-1.1075268e-05,0
0.5,0,26.734154,-0.024221313,0,-37.55986,-1.0819428e-05,0
