"f","p","u.x:0","u.x:1","u.x:2","Points:0","Points:1","Points:2"
0.5,0,26.699126,-0.029146283,0,-37.790572,-4.0851154e-06,0
0.5,0,26.709597,-0.035434655,0,-37.7998,-4.1286504e-06,0
0.5,0,26.683399,-0.022114392,0,-37.781343,-4.2878202e-06,0
0.5,0,26.682935,-0.021780774,0,-37.772115,-4.7426067e-06,0
0.5,0,26.689737,-0.022201463,0,-37.762886,-5.0662948e-06,0
0.5,0,26.691001,-0.021878235,0,-37.753658,-5.2849718e-06,0
0.5,0,26.690431,-0.021396471,0,-37.744429,-5.4649439e-06,0
0.5,0,26.692601,-0.021462187,0,-37.735201,-5.547593e-06,0
0.5,0,26.696972,-0.022130915,0,-37.725972,-5.4477914e-06,0
0.5,0,26.701394,-0.022739802,0,-37.716744,-5.1470848e-06,0
0.5,0,26.704909,-0.02246355,0,-37.707515,-4.7639265e-06,0
0.5,0,26.706438,-0.021164564,0,-37.698287,-4.4716332e-06,0
0.5,0,26.704744,-0.019388688,0,-37.689058,-4.3833029e-06,0
0.5,0,26.700197,-0.017828124,0,-37.67983,-4.520643e-06,0
0.5,0,26.694881,-0.016940433,0,-37.670601,-4.8198092e-06,0
0.5,0,26.690803,-0.01697239,0,-37.661373,-5.1645328e-06,0
0.5,0,26.6885,-0.017765274,0,-37.652145,-5.4299326e-06,0
0.5,0,26.687455,-0.018755228,0,-37.642916,-5.5373899e-06,0
0.5,0,26.687163,-0.019475526,0,-37.633688,-5.4823771e-06,0
0.5,0,26.687609,-0.019814652,0,-37.624459,-5.3027435e-06,0
0.5,0,26.689093,-0.019820871,0,-37.615231,-5.0479353e-06,0
0.5,0,26.69178,-0.019458368,0,-37.606002,-4.7818557e-06,0
0.5,0,26.695393,-0.018665536,0,-37.596774,-4.5875368e-06,0
0.5,0,26.69927,-0.017577467,0,-37.587545,-4.5407266e-06,0
0.5,0,26.702712,-0.016567887,0,-37.578317,-4.665147e-06,0
0.5,0,26.705325,-0.016038374,0,-37.569088,-4.9080165e-06,0
0.5,0,26.707285,-0.016162594,0,-37.55986,-5.1600906e-06,0
0.5,0,26.709099,-0.016828182,0,-37.550631,-5.3086433e-06,0
0.5,0,26.711262,-0.01770429,0,-37.541403,-5.2899531e-06,0
0.5,0,26.713821,-0.018264568,0,-37.532174,-5.1124575e-06,0
0.5,0,26.716164,-0.018128265,0,-37.522946,-4.8507231e-06,0
0.5,0,26.717588,-0.01736067,0,-37.513718,-4.604776e-06,0
0.5,0,26.717782,-0.016310267,0,-37.504489,-4.4428066e-06,0
0.5,0,26.71699,-0.015390518,0,-37.495261,-4.3735114e-06,0
0.5,0,26.715735,-0.014890776,0,-37.486032,-4.357283e-06,0
0.5,0,26.714468,-0.014837806,0,-37.476804,-4.3396665e-06,0
0.5,0,26.713379,-0.015043566,0,-37.467575,-4.2839275e-06,0
0.5,0,26.71243,-0.015312838,0,-37.458347,-4.1810839e-06,0
0.5,0,26.71158,-0.015568853,0,-37.449118,-4.0301785e-06,0
0.5,0,26.71095,-0.015822198,0,-37.43989,-3.8236727e-06,0
0.5,0,26.710776,-0.016084652,0,-37.430661,-3.558431e-06,0
0.5,0,26.71121,-0.016289619,0,-37.421433,-3.2456847e-06,0
0.5,0,26.712174,-0.016327772,0,-37.412204,-2.9115707e-06,0
0.5,0,26.713391,-0.016185708,0,-37.402976,-2.592085e-06,0
0.5,0,26.714542,-0.015964826,0,-37.393747,-2.314475e-06,0
0.5,0,26.71541,-0.015774144,0,-37.384519,-2.084631e-06,0
0.5,0,26.715889,-0.01566324,0,-37.375291,-1.8960942e-06,0
0.5,0,26.71593,-0.015616256,0,-37.366062,-1.7419938e-06,0
0.5,0,26.715542,-0.015580889,0,-37.356834,-1.6180381e-06,0
0.5,0,26.714908,-0.015513261,0,-37.347605,-1.5207374e-06,0
0.5,0,26.714476,-0.015400926,0,-37.338377,-1.4460502e-06,0
0.5,0,26.714833,-0.015258593,0,-37.329148,-1.3903113e-06,0
0.5,0,26.716404,-0.015118086,0,-37.31992,-1.3513725e-06,0
0.5,0,26.71922,-0.01502098,0,-37.310691,-1.3279325e-06,0
0.5,0,26.722939,-0.015002055,0,-37.301463,-1.3175659e-06,0
0.5,0,26.72702,-0.015062717,0,-37.292234,-1.3153033e-06,0
0.5,0,26.730888,-0.015154925,0,-37.283006,-1.3136128e-06,0
0.5,0,26.734102,-0.015201096,0,-37.273777,-1.3031259e-06,0
0.5,0,26.736541,-0.015153383,0,-37.264549,-1.2749849e-06,0
0.5,0,26.738459,-0.015029465,0,-37.25532,-1.2238858e-06,0
0.5,0,26.74031,-0.014893526,0,-37.246092,-1.1488737e-06,0
0.5,0,26.742366,-0.014822728,0,-37.236864,-1.0527294e-06,0
0.5,0,26.744658,-0.014848475,0,-37.227635,-9.3896476e-07,0
0.5,0,26.746407,-0.014919621,0,-37.218407,-8.0738336e-07,0
0.5,0,26.747639,-0.014943027,0,-37.209178,-6.5731349e-07,0
0.5,0,26.747729,-0.01487851,0,-37.19995,-5.0588322e-07,0
0.5,0,26.746248,-0.014746552,0,-37.190721,-3.9092996e-07,0
0.5,0,26.743933,-0.014530082,0,-37.181493,-3.4964024e-07,0
0.5,0,26.740891,-0.014229735,0,-37.172264,-4.0785439e-07,0
