"f","p","u.x:0","u.x:1","u.x:2","Points:0","Points:1","Points:2"
0.5,0,26.703071,-0.0016161499,0,-37.772115,-1.7163815e-05,0
0.5,0,26.703746,-0.0018763314,0,-37.781343,-0.0023167833,0
0.5,0,26.703117,-0.0014198244,0,-37.762886,-1.7124334e-05,0
0.5,0,26.703022,-0.0013530329,0,-37.753658,-1.7034288e-05,0
0.5,0,26.702632,-0.0013625271,0,-37.744429,-1.6882507e-05,0
0.5,0,26.702196,-0.0010932699,0,-37.735201,-1.6695328e-05,0
0.5,0,26.702467,-0.0012041279,0,-37.725972,-1.6499588e-05,0
0.5,0,26.703506,-0.0015064414,0,-37.716744,-1.6269961e-05,0
0.5,0,26.704332,-0.0012081695,0,-37.707515,-1.5961757e-05,0
0.5,0,26.704724,-0.00072617088,0,-37.698287,-1.5638423e-05,0
0.5,0,26.704506,-0.00050396494,0,-37.689058,-1.5371822e-05,0
0.5,0,26.704218,-0.00056996346,0,-37.67983,-1.5129088e-05,0
0.5,0,26.704024,-0.0007436313,0,-37.670601,-1.4853197e-05,0
0.5,0,26.704032,-0.00082439686,0,-37.661373,-1.4533258e-05,0
0.5,0,26.704193,-0.0007936284,0,-37.652145,-1.4185754e-05,0
0.5,0,26.704373,-0.0007298296,0,-37.642916,-1.3821927e-05,0
0.5,0,26.704479,-0.00065179287,0,-37.633688,-1.3452844e-05,0
0.5,0,26.704519,-0.00057618941,0,-37.624459,-1.3089679e-05,0
0.5,0,26.704601,-0.00054645325,0,-37.615231,-1.2737921e-05,0
0.5,0,26.704851,-0.00060886608,0,-37.606002,-1.2393531e-05,0
0.5,0,26.705331,-0.00077679235,0,-37.596774,-1.2044508e-05,0
0.5,0,26.705971,-0.00099962498,0,-37.587545,-1.1678159e-05,0
0.5,0,26.706605,-0.0011781126,0,-37.578317,-1.1289883e-05,0
0.5,0,26.707058,-0.0012208069,0,-37.569088,-1.0886729e-05,0
0.5,0,26.70725,-0.0010969825,0,-37.55986,-1.0481096e-05,0
0.5,0,26.707254,-0.0008819636,0,-37.550631,-1.0079951e-05,0
0.5,0,26.707186,-0.00067277401,0,-37.541403,-9.6810173e-06,0
0.5,0,26.707246,-0.00053469112,0,-37.532174,-9.2785518e-06,0
0.5,0,26.707691,-0.00045355984,0,-37.522946,-8.8697216e-06,0
0.5,0,26.708424,-0.00034120086,0,-37.513718,-8.4539584e-06,0
0.5,0,26.709094,-0.00022696612,0,-37.504489,-8.0286033e-06,0
0.5,0,26.709522,-0.00017841982,0,-37.495261,-7.5874997e-06,0
0.5,0,26.709661,-0.00017327308,0,-37.486032,-7.1254081e-06,0
0.5,0,26.709554,-0.00017348066,0,-37.476804,-6.6435404e-06,0
0.5,0,26.709377,-0.00016812002,0,-37.467575,-6.1487375e-06,0
0.5,0,26.709308,-0.00016498944,0,-37.458347,-5.6485874e-06,0
0.5,0,26.709424,-0.00016770344,0,-37.449118,-5.1493173e-06,0
0.5,0,26.709687,-0.00016904987,0,-37.43989,-4.6574984e-06,0
0.5,0,26.709976,-0.00016083696,0,-37.430661,-4.1813209e-06,0
0.5,0,26.710171,-0.00014679235,0,-37.421433,-3.7280562e-06,0
0.5,0,26.710215,-0.00014836104,0,-37.412204,-3.2998995e-06,0
0.5,0,26.710135,-0.00020013676,0,-37.402976,-2.8934447e-06,0
0.5,0,26.70997,-0.00033981326,0,-37.393747,-2.5055538e-06,0
0.5,0,26.709728,-0.00057660328,0,-37.384519,-2.1413715e-06,0
0.5,0,26.709458,-0.00085748708,0,-37.375291,-1.8152741e-06,0
0.5,0,26.709155,-0.0011033578,0,-37.366062,-1.5420396e-06,0
0.5,0,26.70891,-0.0012792929,0,-37.356834,-1.3284721e-06,0
0.5,0,26.708967,-0.0014097706,0,-37.347605,-1.1750854e-06,0
0.5,0,26.709281,-0.001529312,0,-37.338377,-1.0809198e-06,0
0.5,0,26.709631,-0.0016492146,0,-37.329148,-1.0418681e-06,0
0.5,0,26.709944,-0.0017715547,0,-37.31992,-1.048037e-06,0
0.5,0,26.710207,-0.0018868138,0,-37.310691,-1.0870351e-06,0
0.5,0,26.710393,-0.0019701166,0,-37.301463,-1.1487987e-06,0
0.5,0,26.710515,-0.0020086883,0,-37.292234,-1.2263982e-06,0
0.5,0,26.710566,-0.0020268619,0,-37.283006,-1.3143332e-06,0
0.5,0,26.7105,-0.0020245701,0,-37.273777,-1.4086525e-06,0
0.5,0,26.710405,-0.0019343423,0,-37.264549,-1.5046484e-06,0
0.5,0,26.710275,-0.0017847208,0,-37.25532,-1.5928973e-06,0
0.5,0,26.709892,-0.0016766827,0,-37.246092,-1.6638995e-06,0
0.5,0,26.709315,-0.0016094155,0,-37.236864,-1.7115517e-06,0
0.5,0,26.70884,-0.0015542271,0,-37.227635,-1.7316542e-06,0
0.5,0,26.708639,-0.0015077756,0,-37.218407,-1.7225063e-06,0
0.5,0,26.708741,-0.0014570832,0,-37.209178,-1.6845928e-06,0
0.5,0,26.709043,-0.0013930301,0,-37.19995,-1.6209345e-06,0
0.5,0,26.709373,-0.0013148589,0,-37.190721,-1.5390311e-06,0
